ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
KOPN,2016,64045675,22642566,-19901145,-23434116,83394104,87832272,,13365707,,13612629,-214042787,-26174695,0
KOPN,2017,69914956,27841490,-28343115,-25240482,79739496,91322490,,12103513,,13942643,-240121901,-25912698,-791737
KOPN,2018,73156545,24465005,-35788575,-35869625,49404025,59549111,,10367365,,11836290,-272932143,-28165909,
KORS,2012,158258126,1302254000,248816000,147364000,464063000,674425000,,165006000,,218188000,228651000,115290000,
KORS,2013,196615054,2181732000,627127000,397602000,989189000,1289565000,,164248000,,242319000,626253000,363837000,
KORS,2014,202582945,3310800000,1007700000,661500000,1777169000,2216973000,,308370000,,410842000,1287738000,633000000,
KORS,2015,202680572,4712100000,1172300000,839100000,1989700000,2684600000,,326300000,0,443600000,2168800000,1249500000,
KORS,2016,186293295,4493700000,688600000,552500000,1164700000,2409600000,133100000,565800000,0,814600000,3560300000,1034600000,
KORS,2017,165986733,4718600000,741800000,591900000,1262100000,4059000000,200000000,960300000,674400000,2037500000,4152000000,1062500000,
KORS,2018,149765468,5238000000,621000000,543000000,1729000000,6650000000,630000000,1542000000,1936000000,4214000000,4707000000,694000000,
KPTI,2012,1775323,,-15886000,-15886000,954000,1311000,,1930000,,1930000,-28622000,-15509000,
KPTI,2013,6067679,,-33947000,-33947000,157956000,158226000,,3292000,,3292000,-62569000,-30290000,
KPTI,2014,31135694,,-75775000,-75775000,207751000,220337000,,12301000,,13543000,-138346000,-51447000,
KPTI,2015,35619506,,-118181000,-118181000,177600000,215443000,,15132000,,17078000,-256527000,-94714000,
KPTI,2016,37523051,,-109438000,-109577000,131636000,180385000,,16476000,,18142000,-366104000,-84391000,
KPTI,2017,45899784,,-128921000,-128984000,148423000,180294000,,49467000,,50830000,-495341000,-73717000,
KPTI,2018,56799699,,-178381000,-178407000,334612000,341192000,,46904000,106586000,158022000,-673748000,-159117000,
KR,2008,1304000000,76148000000,1967000000,1249000000,7252000000,23257000000,558000000,7646000000,7505000000,17957000000,7518000000,2896000000,-227000000
KR,2009,1294000000,76609000000,589000000,70000000,7483000000,23126000000,579000000,7727000000,7477000000,18200000000,7364000000,2922000000,-238000000
KR,2010,1270000000,82049000000,1734000000,1116000000,7621000000,23505000000,588000000,8070000000,7304000000,18207000000,8225000000,3366000000,-250000000
KR,2011,1180000000,90269000000,843000000,602000000,7325000000,23476000000,1315000000,9105000000,6850000000,19510000000,8571000000,2658000000,-257000000
KR,2012,1066000000,96619000000,2302000000,1497000000,7959000000,24634000000,2734000000,11061000000,6145000000,20420000000,9787000000,2954000000,-267000000
KR,2013,1028000000,98375000000,2282000000,1519000000,8830000000,29281000000,1657000000,10705000000,9653000000,23886000000,10981000000,3573000000,-319000000
KR,2014,981000000,1.08E+11,2649000000,1728000000,8911000000,30497000000,1874000000,11392000000,9723000000,25055000000,12367000000,4215000000,-338000000
KR,2015,966000000,1.1E+11,3094000000,2039000000,9892000000,33897000000,2370000000,12971000000,9709000000,27099000000,14011000000,4917000000,-385000000
KR,2016,942000000,1.15E+11,2914000000,1975000000,10340000000,36505000000,2252000000,12860000000,11825000000,29795000000,15543000000,4272000000,-429000000
KR,2017,895000000,1.23E+11,1484000000,1907000000,11117000000,37197000000,3560000000,14197000000,12029000000,30292000000,17007000000,3413000000,-443000000
KR,2018,810000000,1.21E+11,3978000000,3110000000,10803000000,38118000000,3157000000,15836000000,12072000000,30283000000,19681000000,4164000000,-437000000
KRA,2010,30825000,1228425000,111858000,96725000,602382000,1080723000,2304000,169644000,380371000,628346000,96711000,55360000,
KRA,2011,31786000,1437479000,91509000,90925000,665535000,1153756000,7500000,161090000,385000000,635962000,187636000,64775000,
KRA,2012,31939000,1423122000,3115000,-16191000,734687000,1229189000,15074000,181812000,432943000,736974000,171445000,146333000,
KRA,2013,32096000,1292121000,-4862000,-618000,673208000,1194797000,0,195060000,350989000,640399000,170827000,105456000,
KRA,2014,32163000,1230433000,6328000,2419000,523731000,1076877000,87000,141882000,351785000,608726000,168041000,29858000,
KRA,2015,30574000,1034626000,-5586000,-10535000,481339000,1079235000,141000,164590000,415591000,686243000,147131000,103847000,
KRA,2016,30180000,1744104000,12686000,107308000,746506000,2906645000,41825000,336973000,1697700000,2416408000,254439000,138468000,
KRA,2017,30654000,1960362000,34762000,97549000,729752000,2932527000,42647000,350712000,1574881000,2266008000,356503000,255440000,
KRA,2018,31416000,2011675000,74095000,67015000,765556000,2894704000,45321000,349087000,1487298000,2147105000,420597000,246579000,
KRO,2010,100800000,1449700000,140300000,130600000,824300000,1707600000,2200000,220100000,537400000,946400000,-486500000,126000000,-14500000
KRO,2011,115900000,1943300000,517100000,321000000,865000000,1823900000,2200000,328000000,362900000,899600000,-290100000,295600000,-124600000
KRO,2012,115900000,1976300000,330800000,218500000,1223400000,2027000000,21200000,328400000,378900000,964900000,-141100000,76900000,-69500000
KRO,2013,115900000,1732400000,-159900000,-102000000,781200000,1619100000,3100000,278000000,180400000,684000000,-312600000,130400000,-69500000
KRO,2014,115900000,1651900000,133700000,99200000,879900000,1633100000,3900000,234200000,339700000,852000000,-282900000,87700000,-69500000
KRO,2015,115900000,1348800000,-30800000,-173600000,710800000,1242700000,3800000,201700000,337200000,780800000,-526000000,52100000,-69500000
KRO,2016,115900000,1364300000,61200000,43300000,650400000,1179600000,3600000,182100000,335400000,784600000,-552200000,89600000,-69500000
KRO,2017,115900000,1729000000,305700000,354500000,1062500000,1824400000,700000,231500000,473800000,1070100000,-267200000,276100000,-69500000
KRO,2018,115900000,1661900000,293800000,205000000,1201400000,1898100000,1500000,233400000,455100000,1058300000,-136200000,188500000,-78800000
KSU,2008,83674000,1852100000,245900000,181800000,651600000,5439200000,637400000,1092800000,1448700000,3254000000,1337600000,409400000,-15200000
KSU,2009,93145000,1480200000,102200000,67100000,578000000,5454300000,68100000,410800000,1911900000,3128500000,1378800000,290500000,-11000000
KSU,2010,100054000,1814800000,289200000,180200000,576200000,5640900000,18100000,421100000,1621600000,2927200000,1548000000,496300000,-11000000
KSU,2011,108208000,2098300000,455000000,330300000,642500000,6145100000,36300000,437400000,1602800000,3086400000,1875300000,638000000,-3000000
KSU,2012,109712000,2238600000,616400000,377300000,522300000,6395900000,60200000,424800000,1547600000,2995200000,2166500000,673200000,-86100000
KSU,2013,109973000,2369300000,551600000,351400000,942400000,7435400000,332000000,730600000,1856900000,3758800000,2422900000,798300000,-71200000
KSU,2014,110163000,2577100000,713100000,502600000,718200000,7976400000,474900000,898800000,1826500000,3912300000,2801700000,906000000,-116600000
KSU,2015,109709000,2418800000,672600000,483500000,537000000,8341000000,356100000,757600000,2045000000,4116300000,2964700000,909200000,-140100000
KSU,2016,107560000,2334200000,662700000,478100000,648000000,8817500000,206700000,744400000,2271500000,4413000000,3134100000,919000000,-142800000
KSU,2017,104728000,2582900000,874300000,962000000,680100000,9198700000,383900000,971700000,2235500000,4333300000,3611400000,1028400000,-142500000
KSU,2018,101852000,2714000000,886900000,627400000,635400000,9469800000,10100000,447000000,2679300000,4337100000,3870600000,945700000,-147500000
KTEC,2010,5277000,115804000,5162000,3638000,69520000,91267000,333000,28045000,5542000,34929000,,13967000,
KTEC,2011,5311000,116328000,1949000,1454000,69349000,94405000,345000,26865000,5197000,35631000,,5750000,
KTEC,2012,5390000,115174000,594000,449000,64193000,86355000,364000,20057000,4833000,26925000,,-1262000,
KTEC,2013,5836000,136783000,5413000,4011000,72573000,114624000,871000,30235000,5612000,42164000,,8769000,
KTEC,2014,6295000,118258000,-8247000,-5413000,59993000,98345000,804000,21790000,4733000,30842000,,-3716000,
KTEC,2015,6295000,102925000,-7979000,-5019000,61939000,97546000,705000,27108000,5149000,35474000,,-48000,
KTEC,2016,6332000,120040000,-1154000,-697000,62421000,95984000,587000,26316000,4565000,32990000,,5813000,
KTEC,2017,6447000,139914000,6169000,4032000,77311000,107838000,4566000,37450000,0,39186000,,1437000,
KTOS,2010,16500000,408500000,1900000,14500000,183600000,535700000,600000,118100000,226100000,365800000,-383600000,28300000,
KTOS,2011,27400000,713900000,-21600000,-24200000,421000000,1216000000,1600000,213800000,654300000,903400000,-407800000,5200000,
KTOS,2012,46900000,969200000,-114500000,-114400000,455400000,1283900000,1500000,278800000,648800000,959800000,-522200000,52300000,
KTOS,2013,56800000,844100000,-28400000,-37200000,430300000,1216600000,1300000,251000000,643400000,920800000,-559400000,21900000,
KTOS,2014,57600000,763000000,-71800000,-78000000,373200000,1131200000,1100000,226100000,655400000,906900000,-637400000,2500000,
KTOS,2015,58700000,657100000,-44600000,19800000,320400000,903300000,1000000,172400000,444100000,649100000,-617600000,-29700000,
KTOS,2016,61300000,541900000,-51800000,-60500000,373100000,948600000,1000000,196500000,431000000,672200000,-678100000,-14600000,
KTOS,2017,89500000,603300000,-57100000,-42700000,471400000,1024000000,,188900000,293500000,512500000,-720800000,-26900000,
KTOS,2018,103800000,618000000,8700000,-3500000,494700000,1010100000,,164700000,294200000,490800000,-724500000,18100000,
KTWO,2013,22238632,157584000,-46254000,-37913000,92274000,296936000,,59725000,19650000,93670000,-70568000,-19090000,0
KTWO,2014,31887246,186672000,-59751000,-59637000,101876000,299191000,0,35583000,0,40737000,-130205000,-30162000,-18547000
KTWO,2015,40237848,216007000,-39024000,-39216000,155241000,374512000,284000,47833000,34140000,87850000,-169421000,-18310000,0
KTWO,2016,41729013,236634000,-41586000,-41660000,159985000,383525000,973000,44081000,71827000,121957000,-211081000,-13298000,0
KTWO,2017,42739525,258031000,-38619000,-37145000,153704000,373127000,1122000,54064000,72988000,130728000,-249221000,-12813000,
KURA,2010,5000000,,-22395,-22395,29398,29398,,70389,,-20602,,-19244,
KURA,2011,5000000,,-27040,-27040,6720,6720,,74751,,-43280,,-22678,
KURA,2012,5000000,,-27315,-27315,8302,8302,,103648,,-41698,,-24418,
KURA,2013,5000000,,-28611,-28611,9068,9068,,133025,,-40932,,-23234,
KURA,2014,5000000,,-30734,-30734,1196000,1378000,,3016000,,4811000,-3671000,-15955,
KURA,2015,9933000,,-22625000,-22625000,86869000,87259000,,5055000,,5156000,-26296000,-17925000,
KURA,2016,18701000,,-27560000,-27560000,68810000,69821000,,5451000,7324000,12945000,-53856000,-25349000,
KURA,2017,23237000,,-35434000,-35434000,94641000,95851000,1531000,10031000,5567000,15986000,-89290000,-28441000,
KURA,2018,35191000,,-60447000,-60447000,181197000,182379000,,13615000,7500000,21394000,-149737000,-48655000,
KWR,2010,11039410,544063000,46213000,32120000,215482000,449430000,890000,101191000,73855000,262331000,144347000,37547000,-10449000
KWR,2011,12159958,683231000,59377000,45892000,259549000,511152000,636000,106649000,46701000,249795000,180710000,19666000,-11586000
KWR,2012,12871703,708226000,62948000,47405000,277810000,536634000,1468000,107792000,30000000,246958000,215390000,62893000,-12616000
KWR,2013,13044842,729395000,72826000,56339000,328847000,584146000,1395000,130856000,17321000,239450000,258285000,73801000,-13018000
KWR,2014,13126759,765860000,78293000,56492000,351518000,665526000,403000,124901000,75328000,300391000,299524000,54690000,-14562000
KWR,2015,13199630,737555000,70230000,51180000,358031000,680727000,662000,124514000,81439000,299484000,326740000,73432000,-16513000
KWR,2016,13136138,746665000,84009000,61403000,376468000,692028000,707000,127411000,65769000,279422000,364414000,73753000,-17625000
KWR,2017,13204872,820082000,60668000,20278000,406586000,722126000,5736000,154743000,61068000,312508000,365936000,64885000,-18613000
KWR,2018,13268047,867520000,83098000,59473000,418510000,709665000,670000,151470000,35934000,273296000,405125000,80171000,-19319000
LABL,2011,14662000,338284000,25449000,18411000,102628000,411829000,12304000,72271000,115027000,219603000,103278000,37083000,-2612000
LABL,2012,16145000,510247000,31124000,19700000,167102000,809654000,24471000,132233000,377584000,556259000,120037000,56477000,-2941000
LABL,2013,16342000,659815000,48687000,30300000,190544000,839550000,23946000,122437000,378910000,563935000,147100000,69713000,-3237000
LABL,2014,16623000,810772000,70872000,45716000,213424000,964466000,42648000,156431000,435554000,666002000,172052000,106975000,-3302000
LABL,2015,16750000,870825000,66810000,47739000,248525000,1070066000,1573000,137425000,504706000,727434000,258848000,99401000,-3351000
LABL,2016,16879000,923295000,88213000,60996000,253746000,1091990000,2093000,144326000,479408000,710170000,316461000,107210000,-3876000
LABL,2017,18421000,1300912000,53702000,71951000,601183000,2902976000,20864000,327227000,1577821000,2142603000,384671000,56907000,-4024000
LABL,2018,20468000,1725554000,-16335000,-29041000,596819000,2652472000,23059000,315697000,1514294000,2023769000,355973000,159439000,-4106000
LAKE,2011,5440364,99517660,2287184,971998,78498846,101375983,100050,10717502,13078159,27208742,26193049,-1027100,
LAKE,2012,5224552,96326989,838855,-376825,76499060,102404854,1898259,9453188,16272489,29137997,25816224,-4459,
LAKE,2013,5290332,95117539,-20731198,-26288669,66333269,83318003,7229260,27902396,1298085,37326903,-472445,2187373,
LAKE,2014,5689230,91384695,-2970892,-119501,65605030,80482981,2608545,26834735,2636026,36006207,-3744673,-3881373,
LAKE,2015,6214303,99646000,10907000,3854000,62494000,88260000,3276000,19958000,691000,20744000,8508000,-518000,
LAKE,2016,7171965,86183000,6273000,3893000,60564000,84554000,203000,12325000,716000,13047000,12401000,11493000,
LAKE,2017,7638264,95987000,8343000,440000,76810000,94531000,369000,10379000,1312000,11691000,12841000,648000,
LAKE,2018,8111458,99011000,3481000,1459000,75470000,94723000,158000,10334000,1161000,11495000,14300000,1785000,
LAMR,2009,91730109,1056065000,-94139000,-58038000,367936000,3943541000,121282000,263707000,2553630000,3111743000,-651317000,293743000,-365000
LAMR,2010,92261157,1092291000,-63571000,-40102000,309409000,3648961000,5694000,153580000,2403446000,2830438000,-691784000,322820000,-365000
LAMR,2011,92851067,1130714000,12400000,6858000,256625000,3427353000,17310000,161344000,2141218000,2588355000,-683599000,318821000,-365000
LAMR,2012,93379246,1179736000,16132000,7890000,301235000,3514030000,33134000,219108000,2127720000,2652405000,-687351000,375909000,-365000
LAMR,2013,94387230,1245842000,62980000,40139000,282058000,3401618000,55935000,245353000,1882867000,2468672000,-647577000,394705000,-365000
LAMR,2014,95218083,1287060000,143426000,253518000,273144000,3318818000,15625000,225341000,1884270000,2337352000,-632859000,452529000,-238800000
