ticker,fiscal_year,num_shs_outstand,revenue,pretax_income,net_income,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings,cash_operating_activities,dividends_paid
JWA,2018,57043000,1796103000,213931000,192186000,479971000,2839451000,,874311000,360000000,1648894000,1834057000,382322000,-73542000
JWA,2019,57192000,1800069000,212952000,168263000,490780000,2937002000,0,870562000,478790000,1755655000,1931074000,250831000,-75752000
JWN,2008,216600000,8573000000,648000000,401000000,3217000000,5661000000,299000000,1601000000,2214000000,4451000000,223000000,848000000,-138000000
JWN,2009,216800000,8627000000,696000000,441000000,4054000000,6579000000,356000000,2014000000,2257000000,5007000000,525000000,1251000000,-139000000
JWN,2010,218800000,9700000000,991000000,613000000,4824000000,7462000000,6000000,1879000000,2775000000,5441000000,882000000,1177000000,-167000000
JWN,2011,213500000,10860000000,1119000000,683000000,5560000000,8491000000,506000000,2575000000,3141000000,6535000000,517000000,1177000000,-197000000
JWN,2012,203000000,12134000000,1185000000,735000000,5081000000,8089000000,7000000,2226000000,3124000000,6176000000,315000000,1110000000,-220000000
JWN,2013,194500000,12540000000,1189000000,734000000,5228000000,8574000000,7000000,2541000000,3106000000,6494000000,292000000,1320000000,-234000000
JWN,2014,190000000,13506000000,1185000000,720000000,5224000000,9245000000,8000000,2800000000,3123000000,6805000000,166000000,1220000000,-251000000
JWN,2015,186300000,14437000000,976000000,600000000,3014000000,7698000000,10000000,2911000000,2795000000,6827000000,-1610000000,2451000000,-1185000000
JWN,2016,173200000,14757000000,684000000,354000000,3242000000,7858000000,11000000,3029000000,2763000000,6988000000,-1794000000,1648000000,-256000000
JWN,2017,166800000,15478000000,790000000,437000000,3503000000,8115000000,56000000,3289000000,2681000000,7138000000,-1810000000,1400000000,-247000000
JWN,2018,167300000,15860000000,733000000,564000000,3374000000,7886000000,8000000,3381000000,2677000000,7013000000,-2138000000,1296000000,-250000000
K,2008,382000000,12822000000,1631000000,1148000000,2521000000,10946000000,1388000000,3552000000,4068000000,9491000000,4836000000,1267000000,-495000000
K,2009,382000000,12575000000,1684000000,1212000000,2558000000,11200000000,45000000,2288000000,4835000000,8925000000,5481000000,1643000000,-546000000
K,2010,376000000,12397000000,1790000000,1287000000,2915000000,11847000000,996000000,3184000000,4908000000,9693000000,6122000000,1008000000,-584000000
K,2011,362000000,13198000000,1184000000,866000000,3069000000,11943000000,995000000,3313000000,5037000000,10145000000,5305000000,1595000000,-604000000
K,2012,358000000,14197000000,1324000000,961000000,3380000000,15169000000,1820000000,4523000000,6082000000,12704000000,5615000000,1758000000,-622000000
K,2013,363000000,14792000000,2600000000,1807000000,3267000000,15474000000,1028000000,3835000000,6330000000,11867000000,6749000000,1807000000,-653000000
K,2014,358000000,14580000000,819000000,632000000,3340000000,15153000000,1435000000,4364000000,5935000000,12302000000,6689000000,1793000000,-680000000
K,2015,354000000,13525000000,773000000,614000000,3236000000,15251000000,2470000000,5739000000,5275000000,13113000000,6597000000,1691000000,-700000000
K,2016,350000000,13014000000,928000000,694000000,2940000000,15111000000,1069000000,4474000000,6698000000,13185000000,6571000000,1628000000,-716000000
K,2017,348000000,12923000000,1681000000,1269000000,3036000000,16350000000,779000000,4479000000,7836000000,14122000000,7103000000,1646000000,-736000000
K,2018,347000000,13547000000,1525000000,1336000000,3157000000,17780000000,686000000,4529000000,8207000000,14621000000,7652000000,1736000000,-762000000
KANP,2010,1845000,4137,-7687,-4092,21845,144697,,23201,,42584,103016,-7177,
KANP,2011,1845000,5493000,-4870000,-6803000,19415,132782,,23970,,42245,96213,-1540000,
KANP,2012,1845000,5140000,220000,-418000,14270000,126889000,,17779000,,36712000,95795000,-4725000,
KANP,2013,1845000,8831000,-3401000,-2964000,14012000,131619000,,17067000,,38679000,93191000,36000,
KANP,2014,1845000,19088000,-1568000,-1517000,24300000,126123000,,17671000,,37314000,91430000,11263000,
KANP,2015,1845000,6842000,-3018000,-3522000,22561000,119377000,,16549000,,35951000,87817000,-1446000,
KANP,2016,1845000,8393000,-24533000,-16651000,21598000,109187000,,15593000,,33151000,71094000,-702000,
KANP,2017,1845000,15959000,883000,10710000,31157000,112908000,,15413000,,26420000,81754000,9841000,
KANP,2018,1845000,6418000,-3753000,-2908000,29408000,108906000,,15190000,,25352000,78792000,-1568000,
KAR,2010,356405800,1822600000,96800000,69600000,1254700000,4525000000,,966800000,1875700000,3280400000,-164900000,467600000,
KAR,2011,359312000,1886300000,90000000,72200000,1373200000,4779100000,85900000,1196200000,1816900000,3435900000,-92700000,305800000,0
KAR,2012,360633000,1963400000,151600000,92000000,1581400000,4922300000,43700000,1286900000,1774600000,3478600000,-26700000,290200000,-26000000
KAR,2013,364331800,2173300000,149200000,67700000,1791500000,5127200000,32500000,1434600000,1734700000,3645400000,-72300000,434000000,-78600000
KAR,2014,370408400,2417000000,265000000,169300000,2074900000,5351500000,17700000,1590600000,1736600000,3804400000,-46400000,431300000,-139900000
KAR,2015,370144200,2690600000,340500000,214600000,2446100000,5771500000,153900000,2213900000,1711200000,4385400000,17300000,482100000,-151900000
KAR,2016,363539200,3150100000,355300000,222400000,2841200000,6557600000,105200000,2335000000,2365100000,5160300000,74100000,378000000,-157100000
KAR,2017,360104600,3458000000,398000000,362000000,3137400000,6984300000,12400000,2389200000,2667700000,5499400000,257000000,588800000,-174800000
KAR,2018,354820600,3769600000,435700000,328000000,3314200000,7206200000,13100000,2624800000,2654300000,5742000000,392300000,749800000,-188300000
KATE,2010,94243000,1623235000,-90318000,-251467000,611923000,1257659000,101493000,572880000,476319000,1279340000,1417785000,150641000,
KATE,2011,94664000,1100508000,132412000,-171687000,551745000,950004000,64746000,426973000,381569000,1058990000,1246063000,269951000,
KATE,2012,109292000,544765000,-57648000,-74505000,452256000,902523000,22632000,415849000,383662000,1029453000,1071551000,11358000,
KATE,2013,121057000,803371000,-36728000,72995000,651713000,977511000,3407000,445240000,390794000,1009993000,1020633000,-24031000,
KATE,2014,126264000,1138603000,-7653000,159160000,474500000,926338000,10459000,252795000,400284000,726727000,1145643000,14364000,
KATE,2015,127634000,1242720000,26236000,17087000,620825000,975597000,3625000,266287000,393168000,730376000,1155838000,105576000,
KATE,2016,128043000,1381478000,155629000,153582000,757508000,1110319000,3664000,224449000,389742000,680388000,1306096000,244886000,
KDP,2009,254200000,5531000000,868000000,555000000,1279000000,8776000000,0,854000000,2960000000,5589000000,87000000,865000000,0
KDP,2010,240400000,5636000000,821000000,528000000,1309000000,8859000000,404000000,1338000000,1687000000,6400000000,400000000,2535000000,-194000000
KDP,2011,218700000,5903000000,925000000,606000000,1757000000,9283000000,452000000,1915000000,2256000000,7020000000,740000000,783000000,-251000000
KDP,2012,210600000,5995000000,978000000,629000000,1335000000,8928000000,250000000,1232000000,2554000000,6648000000,1080000000,482000000,-284000000
KDP,2013,202900000,5997000000,542000000,624000000,1119000000,8201000000,66000000,1030000000,2508000000,5924000000,1393000000,866000000,-302000000
KDP,2014,195800000,6121000000,1073000000,703000000,1211000000,8265000000,3000000,1038000000,2580000000,5971000000,1771000000,1022000000,-317000000
KDP,2015,190900000,6282000000,1184000000,764000000,1817000000,8869000000,507000000,1583000000,2875000000,6686000000,2165000000,1014000000,-355000000
KDP,2016,185400000,6440000000,1283000000,847000000,2736000000,9791000000,10000000,1051000000,4468000000,7657000000,2266000000,961000000,-386000000
KDP,2017,182000000,6690000000,1173000000,1076000000,1056000000,15744000000,225000000,2018000000,3161000000,8081000000,914000000,1038000000,-414000000
KDP,2018,1086300000,7442000000,791000000,586000000,2159000000,48918000000,1458000000,5702000000,14201000000,26385000000,1178000000,1613000000,-232000000
KE,2014,29143000,741530000,30242000,24613000,291334000,408730000,,146455000,,407111000,0,39306000,
KE,2015,29162000,819350000,34771000,26205000,354192000,483257000,,159954000,,170808000,26205000,28064000,
KE,2016,28916000,842060000,27976000,22287000,362211000,510565000,,174803000,,186196000,48492000,36832000,
KE,2017,27413000,930914000,44255000,34179000,388165000,554944000,,199249000,,212672000,82671000,46754000,
KE,2018,26745000,1072061000,44775000,16752000,436988000,608758000,,228571000,,253231000,99374000,40200000,
KE,2019,25857000,1181844000,38485000,31558000,555313000,764111000,,274910000,91500000,394257000,133982000,-6748000,
KEM,2009,26971000,736335000,-64411000,-69447000,388011000,740961000,17880000,161411000,231629000,456689000,-150789000,54620000,
KEM,2010,29847000,1018488000,65748000,63044000,542259000,884309000,42101000,225654000,231215000,524556000,-87745000,113968000,
KEM,2011,43285000,924052000,-1274000,6692000,564184000,980862000,1951000,167690000,345380000,621866000,-81053000,80730000,
KEM,2012,44897000,823903000,-73977000,-82182000,443425000,911591000,10793000,181480000,372707000,634675000,-163235000,-22827000,
KEM,2013,45102000,833666000,-56297000,-68503000,400576000,843667000,7297000,166832000,391292000,621783000,-231738000,-6746000,
KEM,2014,45381000,823192000,-12126000,-14143000,360565000,746693000,962000,132087000,390409000,582011000,-245881000,24402000,
KEM,2015,46004000,734823000,-31217000,-53629000,352547000,699780000,2000000,123754000,385833000,587299000,-299510000,32365000,
KEM,2016,46552000,757791000,10636000,47989000,379037000,734325000,2000000,130141000,386211000,579853000,-251854000,71667000,
KEM,2017,58640000,1199926000,187518000,254529000,676468000,1218269000,20540000,284916000,304083000,755306000,2675000,120860000,
KEM,2018,59082000,1382818000,170431000,206587000,642053000,1318095000,28430000,278473000,266041000,678680000,204195000,131731000,-5762000
KEYS,2014,167000000,2933000000,475000000,392000000,1850000000,3050000000,,769000000,1099000000,2281000000,101000000,563000000,
KEYS,2015,169000000,2856000000,388000000,513000000,1579000000,3508000000,,686000000,1099000000,2206000000,614000000,376000000,
KEYS,2016,170000000,2918000000,366000000,335000000,1854000000,3803000000,,644000000,1100000000,2290000000,949000000,416000000,
KEYS,2017,180000000,3189000000,179000000,102000000,2177000000,5933000000,10000000,819000000,2038000000,3623000000,1041000000,313000000,
KEYS,2018,187000000,3878000000,-411000000,165000000,2378000000,5824000000,499000000,1462000000,1291000000,3391000000,1212000000,555000000,
KFY,2010,44413000,599649000,4722000,5298000,380864000,827098000,,198083000,,335227000,90220000,-30846000,
KFY,2011,45205000,776251000,89704000,58874000,441597000,971680000,,233866000,,392823000,148494000,95634000,-600000
KFY,2012,46397000,826759000,80804000,54303000,500067000,1014689000,,221724000,,384703000,202797000,70975000,
KFY,2013,47224000,849701000,47820000,33293000,447100000,1115229000,,268551000,,450262000,236090000,61707000,
KFY,2014,48162000,995559000,99014000,72691000,561954000,1233666000,,286933000,,477642000,308781000,129482000,
KFY,2015,49052000,1066066000,119702000,88357000,637158000,1317801000,,306010000,,502552000,392033000,107276000,-5105000
KFY,2016,52372000,1346714000,48762000,30913000,664274000,1898600000,,446264000,140000000,851299000,401113000,68989000,-21833000
KFY,2017,56205000,1621669000,116009000,84181000,843674000,2062898000,,438825000,255976000,975850000,461976000,106141000,-23318000
KFY,2018,55426000,1819519000,205733000,133779000,1014259000,2287914000,,533549000,236222000,1068299000,572800000,219125000,-22955000
KFY,2019,55311000,1973862000,134029000,102651000,1136810000,2334852000,,550958000,222878000,1091465000,660845000,258805000,-23459000
KHC,2014,377000000,10922000000,803000000,657000000,4915000000,36571000000,,3092000000,13358000000,29573000000,0,2140000000,-720000000
KHC,2015,786000000,18338000000,1013000000,634000000,9780000000,1.23E+11,83000000,6932000000,25151000000,65057000000,0,1272000000,-2202000000
KHC,2016,1217000000,26487000000,5023000000,3632000000,8753000000,1.2E+11,2691000000,9501000000,29713000000,62906000000,588000000,2649000000,-3764000000
KHC,2017,1218000000,26232000000,5530000000,10999000000,7266000000,1.2E+11,3203000000,10132000000,28333000000,53985000000,8589000000,527000000,-2888000000
KHC,2018,1219000000,26268000000,-11321000000,-10192000000,9075000000,1.03E+11,398000000,7503000000,30770000000,51683000000,-4853000000,2574000000,-3183000000
KIM,2011,406530000,814477000,51925000,169051000,379907000,9628762000,1085371000,4608417000,,4653545000,,448613000,-353764000
KIM,2012,405997000,793373000,27312000,266073000,384119000,9751234000,1003190000,4737678000,,4737678000,,479054000,-382722000
KIM,2013,407631000,861527000,81283000,236281000,343337000,9663630000,1035354000,4807951000,,4807951000,,570035000,-400354000
KIM,2014,409088000,993897000,209342000,424001000,433721000,10261400000,1424228000,5268155000,,5268155000,,629343000,-427873000
KIM,2015,411319000,1166769000,318150000,894115000,388610000,11344171000,1614982000,6075511000,,6075511000,,493701000,-455833000
KIM,2016,418402000,1170792000,125411000,378850000,347506000,11230600000,1139117000,5740773000,,5740773000,,592096000,-474045000
KIM,2017,423614000,1200834000,217489000,426075000,450108000,11763726000,882787000,6225436000,,6225436000,,614181000,-506172000
KIM,2018,420641000,1164762000,169506000,497795000,342557000,10999100000,492416000,5564365000,,5564365000,,637936000,-529756000
KIRK,2010,19855000,415300000,42168000,26431000,146670000,195077000,,45889000,,76788000,-28458000,36700000,
KIRK,2011,19707000,430285000,30570000,19115000,139870000,202589000,,46543000,,84927000,-32690000,41765000,
KIRK,2012,17463000,448365000,21494000,13795000,129178000,209236000,,44003000,,91361000,-35494000,32347000,
KIRK,2013,17207000,460563000,23959000,14530000,153281000,235448000,,52647000,,100219000,-20964000,39213000,0
KITE,2013,5473384,,-6366000,-6366000,22598000,22982000,,1362000,,1401000,-15435000,-5612000,
KITE,2014,22822204,,-42569000,-42569000,368370000,370753000,,6725000,,8164000,-58004000,-17072000,
KITE,2015,43636652,17258000,-101653000,-101653000,631093000,707963000,,36169000,,92203000,-159657000,-16087000,
KITE,2016,48940290,22170000,-269964000,-267070000,427396000,524304000,,55142000,,96334000,-426727000,-168904000,
KKD,2011,68337000,361955000,8857000,7599000,63422000,169926000,,40846000,,93498000,-294346000,20625000,
KKD,2012,69145000,403217000,30358000,166269000,97240000,334948000,,41518000,,85822000,-128077000,34957000,
KKD,2013,67624000,435843000,36316000,20779000,134784000,341938000,,46676000,,95506000,-107298000,56366000,
KKD,2014,67261000,460331000,45060000,34256000,127487000,338546000,,46408000,,73453000,-73042000,55317000,
KKD,2015,66360000,490334000,48216000,30060000,104602000,352713000,,49958000,,84927000,-42982000,62817000,
KKD,2016,65221000,518714000,51834000,32398000,99142000,342875000,,49719000,,86735000,-10584000,78844000,
KKR,2010,448905126,435386000,7851831000,333178000,38081403000,38391157000,,904155000,1486960000,2391115000,,733396000,-91918000
KKR,2011,448905126,723620000,965731000,1921000,39508940000,40377645000,,1128279000,1564716000,2692995000,,-208577000,-154465000
KKR,2012,448905126,568442000,8071649000,560836000,42725298000,44426353000,,1897485000,1123414000,3020899000,,6201751000,-197024000
KKR,2013,448905126,762546000,7892154000,691226000,49332571000,51427201000,,2933777000,1908606000,4842383000,,2577753000,-431583000
KKR,2014,448905126,1110008000,5458689000,477611000,62708528000,65872745000,,3330900000,10837784000,14168684000,,1488650000,-784995000
KKR,2015,448905126,1043768000,5341668000,488482000,68233202000,71042339000,,2860157000,18714597000,21574754000,,385404000,-868540000
KKR,2016,448905126,1908093000,975225000,309307000,36006032000,39002897000,,3340739000,18544075000,21884814000,,-1562182000,-604487000
KKR,2017,468282642,3282265000,2784368000,1018305000,43303644000,45834719000,,3978060000,21193859000,25171919000,0,-3630029000,-345337000
KKR,2018,514102571,2395836000,2256848000,1131063000,48206683000,50743375000,,3019574000,22341192000,25360766000,91953000,-7606475000,-355705000
KLAC,2010,170652000,1820760000,291181000,212300000,2506943000,3907056000,,771787000,745747000,1660445000,1356454000,447800000,-102409000
KLAC,2011,167261000,3175167000,1110066000,794488000,3344613000,4675521000,,878861000,746290000,1814628000,1852633000,823166000,-167398000
KLAC,2012,166795000,3171944000,974094000,756015000,3979373000,5100308000,,862907000,746833000,1784713000,2247258000,941617000,-233561000
KLAC,2013,166089000,2842781000,690621000,543149000,4152978000,5287357000,,861532000,747376000,1805205000,2359233000,913188000,-265893000
KLAC,2014,166016000,2929408000,734461000,582755000,4370419000,5535846000,0,895611000,745101000,1866500000,2479113000,778886000,-298871000
KLAC,2015,162282000,2814049000,434131000,366158000,3668323000,4826012000,16981000,1001763000,3173435000,4404573000,-12362000,605906000,-3041055000
KLAC,2016,155869000,2984493000,858192000,704422000,3868032000,4962432000,0,1002423000,3057936000,4273318000,284825000,759696000,-346283000
KLAC,2017,156468000,3480014000,1173246000,926076000,4392066000,5532173000,249983000,1293162000,2680474000,4205756000,848457000,1079665000,-343993000
KLAC,2018,156346000,4036701000,1455931000,802265000,4549000000,5619356000,0,1218083000,2237402000,3998845000,1056445000,1229120000,-402065000
KLAC,2019,156053000,4568904000,1296231000,1175017000,4315075000,9008516000,249999000,2470771000,3173383000,6330823000,714825000,1152632000,-472263000
KLIC,2010,70012000,762784000,140105000,142142000,472690000,580169000,,125130000,98475000,257689000,-55670000,87638000,
KLIC,2011,71820000,830401000,162428000,127610000,619841000,728391000,105224000,214182000,,258514000,71940000,202257000,
KLIC,2012,73887000,791023000,174251000,160580000,713316000,815609000,,123369000,,171942000,232520000,183969000,
KLIC,2013,75132000,534938000,66668000,59358000,754388000,862994000,,77402000,,146329000,291878000,94824000,
KLIC,2014,76396000,568569000,77133000,62988000,837691000,944448000,,81351000,,155206000,354866000,82460000,
KLIC,2015,75414000,536471000,37705000,50639000,707369000,904466000,,73934000,,135217000,402863000,87875000,
KLIC,2016,70477000,627192000,54750000,47112000,780942000,982444000,,118597000,,175926000,449975000,68407000,
KLIC,2017,70906000,809041000,103686000,112011000,953382000,1171107000,,200448000,,258171000,561986000,136310000,
KLIC,2018,69380000,889121000,177549000,56676000,987273000,1185740000,,174076000,,305533000,613529000,123499000,-8176000
KLXI,2015,61909200,1567400000,-614100000,-385800000,2124800000,4224600000,,332800000,1177200000,1623500000,11300000,217200000,
KLXI,2016,61909200,1494100000,53500000,48200000,1959600000,3698300000,,257100000,1182000000,1477200000,-328000000,150900000,
KLXI,2017,61434800,1740800000,140500000,53400000,2031000000,3790000000,,287500000,1184600000,1520100000,-280000000,206600000,
KMB,2008,418500000,19415000000,2289000000,1690000000,5813000000,18089000000,1083000000,4752000000,4882000000,13828000000,9465000000,2516000000,-950000000
KMB,2009,416100000,19115000000,2576000000,1884000000,5864000000,19209000000,610000000,4923000000,4792000000,13519000000,10329000000,3481000000,-986000000
KMB,2010,412400000,19746000000,2550000000,1843000000,6328000000,19864000000,344000000,4832000000,5120000000,13662000000,11086000000,2744000000,-1066000000
KMB,2011,395700000,20846000000,2183000000,1591000000,6283000000,19373000000,706000000,5397000000,5426000000,13844000000,8244000000,2288000000,-1099000000
KMB,2012,393000000,19467000000,2110000000,1750000000,6589000000,19873000000,1115000000,6091000000,5070000000,14586000000,8823000000,3288000000,-1151000000
KMB,2013,384000000,19561000000,2641000000,2142000000,6550000000,18919000000,375000000,5342000000,5386000000,13779000000,9714000000,3040000000,-1223000000
KMB,2014,374500000,19724000000,2255000000,1526000000,5559000000,15526000000,1326000000,6226000000,5630000000,14527000000,8470000000,2845000000,-1256000000
KMB,2015,363800000,18591000000,1335000000,1013000000,5426000000,14842000000,1669000000,6349000000,6106000000,14802000000,4994000000,2306000000,-1272000000
KMB,2016,359400000,18202000000,3009000000,2166000000,5115000000,14602000000,1133000000,5846000000,6439000000,14485000000,,3232000000,-1311000000
KMB,2017,353600000,18259000000,2991000000,2278000000,5211000000,15151000000,953000000,5858000000,6472000000,14269000000,6730000000,2929000000,-1359000000
KMB,2018,348000000,18486000000,1813000000,1410000000,5041000000,14518000000,1208000000,6536000000,6247000000,14564000000,5947000000,2970000000,-1386000000
KMG,2011,11309000,255596000,14479000,9729000,86006000,185378000,8000000,40782000,41279000,88848000,72394000,12713000,-1017000
KMG,2012,11363000,272700000,23069000,13825000,75661000,167690000,,28677000,24000000,60923000,84970000,25249000,-1249000
KMG,2013,11487000,263311000,15201000,9348000,118836000,262015000,,45843000,85000000,144775000,92940000,20272000,-1378000
KMG,2014,11615000,353406000,266000,-988000,111653000,250858000,,58251000,60000000,130652000,90559000,40358000,-1393000
KMG,2015,11673000,320498000,18884000,12138000,96845000,242359000,,50434000,53000000,118938000,101295000,17568000,-1402000
KMG,2016,11719000,297978000,28230000,18675000,95348000,237028000,,43669000,35800000,93839000,118564000,41034000,-1406000
KMG,2017,11885000,333442000,32442000,23633000,133143000,792431000,3167000,52906000,523102000,618715000,140774000,44923000,-1423000
KMG,2018,14708000,465556000,64399000,64841000,155299000,818434000,,59255000,306119000,402367000,203862000,93551000,-1753000
KMI,2010,1036000000,7852000000,230000000,-41000000,1786900000,28908100000,2013300000,3644100000,13056600000,20369100000,0,1913000000,-700000000
KMI,2011,1036000000,7943000000,810000000,594000000,1663000000,30717000000,2899000000,4529000000,13161000000,22149000000,-3000000,2366000000,-770000000
KMI,2012,1036000000,9973000000,1343000000,315000000,3674000000,68245000000,2401000000,5228000000,29409000000,44145000000,-943000000,2808000000,-1184000000
KMI,2013,1036000000,14070000000,3438000000,1193000000,3868000000,75185000000,2306000000,6075000000,31810000000,46900000000,-1372000000,4122000000,-1622000000
KMI,2014,1137000000,16226000000,3091000000,1026000000,3752000000,83049000000,2717000000,6362000000,38212000000,48623000000,-2106000000,4467000000,-1760000000
KMI,2015,2187000000,14403000000,772000000,253000000,2824000000,84104000000,821000000,4065000000,40632000000,48701000000,-6103000000,5313000000,-4224000000
KMI,2016,2230000000,13058000000,1638000000,708000000,3229000000,80305000000,2696000000,5924000000,36105000000,45503000000,-6669000000,4758000000,-1272000000
KMI,2017,2230000000,13705000000,2161000000,183000000,2715000000,79055000000,2828000000,6181000000,33988000000,43931000000,-7754000000,4601000000,-1276000000
KMI,2018,2216000000,14144000000,2506000000,1609000000,5722000000,78866000000,3388000000,6681000000,33105000000,43669000000,-7716000000,5043000000,-1774000000
KMX,2009,219527000,7470193000,446452000,277844000,1556412000,2556191000,123200000,477351000,27371000,622609000,1095461000,59522000,
KMX,2010,223449000,8975554000,608206000,377495000,1410098000,7125549000,146138000,522671000,4248759000,4886300000,1330724000,-6758000,
KMX,2011,226282000,10003599000,666910000,413795000,1853448000,8331543000,189388000,646313000,4863318000,5658431000,1744519000,-62164000,
KMX,2012,228095000,10962818000,701351000,434284000,2310131000,9888602000,199409000,684173000,6009627000,6869435000,1993772000,-778441000,
KMX,2013,223589000,12574299000,797322000,492586000,2643224000,11707157000,242979000,875497000,7340431000,8390160000,2214216000,-613163000,
KMX,2014,215617000,14268716000,969331000,597358000,2590938000,13198201000,290502000,997173000,8818750000,10041416000,1994221000,-968130000,
KMX,2015,203275000,15149675000,1009944000,623428000,2471781000,14459911000,315509000,1005193000,10320658000,11555125000,1746804000,-148893000,
KMX,2016,190343000,15875118000,1006405000,626970000,2873630000,16279356000,343266000,1105787000,11826438000,13170776000,1883283000,-468138000,
KMX,2017,182660000,17120209000,1063608000,664112000,3061444000,17486272000,365554000,1174058000,12752812000,14169423000,2047240000,-80550000,
KMX,2018,174463000,18173100000,1112806000,842413000,3214013000,18717867000,396350000,1311509000,13776534000,15360839000,2104146000,162971000,
KN,2013,85019159,1214800000,101500000,105800000,501800000,2170100000,0,210000000,0,2133600000,0,174300000,
KN,2014,85046042,915000000,132500000,-87000000,474000000,1998500000,15000000,288600000,385000000,762300000,-84000000,115700000,
KN,2015,86802828,753600000,20600000,-233800000,336100000,1696500000,29600000,175400000,399200000,689700000,-317800000,78400000,
KN,2016,88667098,755700000,28100000,-42300000,290900000,1515000000,9700000,132200000,288500000,506600000,-360200000,148100000,
KN,2017,89329794,744200000,19400000,68300000,394900000,1549800000,,151600000,192600000,417700000,-291900000,216000000,
KN,2018,90050051,826900000,61100000,67700000,365000000,1547900000,,141800000,158100000,336300000,-224200000,108500000,
KND,2010,38738000,4346984000,91064000,56491000,836038000,2337415000,91000,621384000,365556000,1305656000,193157000,209988000,
KND,2011,46280000,4212526000,-81277000,-53481000,1233282000,4138493000,10620000,848923000,1531882000,2808248000,139172000,153706000,0
KND,2012,51659000,4793342000,-15608000,-40367000,1273766000,4237946000,8942000,835331000,1648706000,2945102000,98799000,262562000,
KND,2013,52249000,4775235000,-51126000,-168492000,1217706000,3945869000,8222000,792421000,1579391000,2824653000,-76825000,199412000,-13001000
KND,2014,58634000,5027599000,5358000,-79837000,1311146000,5652964000,24607000,857263000,2852531000,4166992000,-159768000,105471000,-28594000
KND,2015,84558000,7054907000,-94660000,-93384000,1500899000,6468259000,24630000,1111212000,3086348000,4762212000,-256209000,163262000,-51006000
KND,2016,86800000,7219519000,-303205000,-664230000,1803753000,6112724000,27977000,1005728000,3215062000,5071203000,-920544000,184962000,-52252000
KND,2017,87525000,6034123000,-404317000,-698352000,1409539000,5232717000,14638000,926319000,3146972000,4884955000,-1618896000,75695000,-22600000
KO,2008,4630000000,31944000000,7506000000,5807000000,12176000000,40519000000,6531000000,12988000000,2781000000,19657000000,38513000000,7571000000,-3521000000
KO,2009,4628000000,30990000000,8946000000,6824000000,17551000000,48671000000,6800000000,13721000000,5059000000,23325000000,41537000000,8186000000,-3800000000
KO,2010,4616000000,35119000000,14207000000,11787000000,21579000000,72921000000,9376000000,18508000000,14041000000,41604000000,49278000000,9532000000,-4068000000
KO,2011,4568000000,46542000000,11458000000,8584000000,25497000000,79974000000,14912000000,24283000000,13656000000,48053000000,53621000000,9474000000,-4300000000
KO,2012,4504000000,48017000000,11809000000,9019000000,30328000000,86174000000,17874000000,27821000000,14736000000,53006000000,58045000000,10645000000,-4595000000
KO,2013,4434000000,46854000000,11477000000,8584000000,31304000000,90055000000,17925000000,27811000000,19154000000,56615000000,61660000000,10542000000,-4969000000
KO,2014,4387000000,45998000000,9325000000,7098000000,32986000000,92023000000,22682000000,32374000000,19063000000,61462000000,63408000000,10615000000,-5350000000
KO,2015,4352000000,44294000000,9605000000,7351000000,33395000000,89996000000,15805000000,26929000000,28311000000,64232000000,65018000000,10528000000,-5741000000
KO,2016,4317000000,41863000000,8136000000,6527000000,34010000000,87270000000,16025000000,26532000000,29684000000,64050000000,65502000000,8796000000,-6043000000
KO,2017,4272000000,35410000000,6742000000,1248000000,36545000000,87896000000,16503000000,27194000000,31182000000,68919000000,60430000000,6995000000,-6320000000
KO,2018,4259000000,31856000000,8350000000,6434000000,30634000000,83216000000,18191000000,29223000000,25364000000,64158000000,63234000000,7320000000,-6644000000
KONA,2015,11264000,143023000,-4453000,-4496000,13446000,101844000,0,18830000,0,39153000,-34605000,10294000,
KOOL,2011,74081,23400000,-2567000,-2567000,23040000,24399000,,4064000,,4306000,-106119000,-2092000,
KOOL,2012,81945,19023000,-4986000,-4986000,19065000,21080000,,5031000,,5182000,-111105000,-3885000,
KOOL,2013,82633,17963000,-3086000,-3086000,16273000,18529000,,5148000,,5211000,-114191000,-3082000,
KOOL,2014,121172,15987000,-9034000,-8631000,25327000,62888000,,6380000,,14190000,-122822000,-7836000,
KOOL,2015,201760,16042000,-14852000,-14852000,13251000,50757000,,7946000,0,15855000,-137674000,-10649000,
KOOL,2016,245555,11929000,-18588000,-18588000,12843000,49899000,,5542000,2489000,17626000,-156262000,-9625000,
KOOL,2017,890451,14525000,-29768000,-29095000,11178000,46932000,,4520000,3500000,16095000,-185357000,-7215000,
KOOL,2018,1841281,9672000,-45670000,-39716000,8626000,14611000,,6365000,1174000,7880000,-227435000,-6983000,
KOPN,2010,66019847,58141632,2086128,8829321,152624762,192096398,,20526406,,21471023,-127606200,13933341,
KOPN,2011,64405776,64658603,-5732037,3079364,145736944,193872216,,22479790,,23775460,-124631665,19252101,
KOPN,2012,63617680,34641860,-20004733,-18361930,126967069,176208802,,20176436,,21122892,-142993595,3788201,
KOPN,2013,62347852,22897709,-38061659,-4709616,119608002,146131723,,11239102,,11568537,-147703211,-18900405,
KOPN,2014,62638675,31807465,-28464347,-28212044,99924620,122941414,,13242924,,13554111,-175915255,-19604996,
KOPN,2015,63465797,32054419,-14820624,-14693416,101156222,106060086,,11276844,,11575307,-190608671,-16919549,0
